    5    7     0     0  con    0  1.0D+00  2.3D-01  1.177D-01  2.114D+00
    6    8     0     0  con    0  1.0D+00  2.3D-01  7.397D-02  2.084D+00
    7    9     0     0  con    0  1.0D+00  3.3D-01  5.803D-02  2.061D+00
    8   11     0     0  con    1  4.8D-01  3.6D-01  9.682D-02  2.047D+00
    9   12     0     0  con    0  1.0D+00  4.2D-01  1.114D-01  2.028D+00
   10   13     0     0  con    0  1.0D+00  8.2D-01  4.724D-01  2.008D+00
   11   14     0     0  con    0  1.0D+00  3.6D-01  9.141D-02  1.986D+00
   12   15     0     0  con    0  1.0D+00  5.5D-01  4.632D-01  1.975D+00
   13   16     0     0  con    0  1.0D+00  3.8D-01  4.792D-01  1.969D+00
   14   17     0     0  con    0  1.0D+00  1.7D-01  7.452D-02  1.962D+00
   15   18     0     0  con    0  1.0D+00  9.6D-02  7.101D-02  1.960D+00
   16   19     0     0  con    0  1.0D+00  5.6D-01  5.736D-02  1.949D+00
   17   20     0     0  con    0  1.0D+00  2.6D-01  3.767D-02  1.946D+00
   18   21     0     0  con    0  1.0D+00  3.8D-01  1.785D-02  1.943D+00
   19   22     0     0  con    0  1.0D+00  2.1D-01  1.631D-02  1.943D+00
   20   23     0     0  con    0  1.0D+00  5.2D-02  2.636D-02  1.943D+00
   21   24     0     0  con    0  1.0D+00  1.8D-02  1.400D-02  1.943D+00
   22   25     0     0  con    0  1.0D+00  1.8D-03  5.933D-03  1.943D+00
   23   26     0     0  con    0  1.0D+00  4.2D-03  2.103D-03  1.943D+00
   24   27     0     0  con    0  1.0D+00  6.6D-03  2.400D-03  1.943D+00
   25   28     0     0  con    0  1.0D+00  1.5D-02  8.257D-03  1.943D+00
   26   29     0     0  con    0  1.0D+00  5.0D-02  1.430D-02  1.943D+00
   27   30     0     0  con    0  1.0D+00  3.6D-02  1.912D-02  1.943D+00
   28   31     0     0  con    0  1.0D+00  8.2D-02  6.049D-03  1.943D+00
   29   32     0     0  con    0  1.0D+00  5.8D-02  9.219D-03  1.943D+00
   30   33     0     0  con    0  1.0D+00  5.1D-02  1.545D-02  1.942D+00
   31   34     0     0  con    0  1.0D+00  1.0D-01  2.043D-02  1.942D+00
   32   35     0     0  con    0  1.0D+00  2.3D-01  4.159D-02  1.942D+00
   33   37     0     0  con    1  2.7D-01  1.8D-01  5.856D-02  1.942D+00
   34   38     0     0  con    0  1.0D+00  4.0D-01  1.874D-02  1.942D+00
   35   39     0     0  con    0  1.0D+00  6.5D-01  1.989D-02  1.941D+00
   36   40     0     0  con    0  1.0D+00  8.0D-01  1.888D-02  1.940D+00
   37   41     0     0  con    0  1.0D+00  1.2D+00  3.246D-02  1.940D+00
   38   43     0     0  con    1  4.2D-01  5.4D-01  7.555D-02  1.939D+00
   39   45     0     0  con    1  5.3D-01  7.7D-01  7.251D-02  1.938D+00
   40   46     0     0  con    0  1.0D+00  1.4D+00  2.763D-01  1.937D+00
   41   47     0     0  con    0  1.0D+00  2.7D-01  4.914D-01  1.936D+00
   42   49     0     0  con    1  3.5D-01  5.1D-01  1.124D-01  1.935D+00
   43   50     0     0  con    0  1.0D+00  1.1D+00  2.872D-01  1.935D+00
   44   51     0     0  con    0  1.0D+00  2.4D-01  5.870D-02  1.935D+00
   45   52     0     0  con    0  1.0D+00  4.1D-01  3.311D-02  1.934D+00
   46   53     0     0  con    0  1.0D+00  1.3D+00  6.576D-02  1.934D+00
   47   54     0     0  con    0  1.0D+00  1.3D+00  1.052D-01  1.933D+00
   48   55     0     0  con    0  1.0D+00  3.0D+00  2.256D-01  1.930D+00
   49   56     0     0  con    0  1.0D+00  1.5D+00  1.575D-01  1.928D+00
   50   58     0     0  con    1  4.1D-01  5.3D-01  7.202D-01  1.928D+00
   51   60     0     0  con    1  3.6D-01  3.0D-01  8.259D-02  1.928D+00
   52   61     0     0  con    0  1.0D+00  1.2D-01  7.699D-02  1.928D+00

STOP: TOTAL NO. of ITERATIONS EXCEEDS LIMIT                 

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.054D+02  4.855D+01
    1    2     1     0  ---    0  3.2D-03  1.0D+00  2.811D+00  3.473D+00
    2    4     0     0  con    1  5.0D+00  6.2D-02  2.344D+00  3.258D+00
    3    5     0     0  con    0  1.0D+00  3.5D-01  8.708D-01  2.533D+00
    4    6     0     0  con    0  1.0D+00  2.3D-01  4.497D-01  2.322D+00
    5    7     0     0  con    0  1.0D+00  2.9D-01  2.084D-01  2.189D+00
    6    8     0     0  con    0  1.0D+00  3.1D-01  1.076D-01  2.122D+00
    7    9     0     0  con    0  1.0D+00  4.5D-01  1.383D-01  2.082D+00
    8   10     0     0  con    0  1.0D+00  3.6D-01  1.032D-01  2.053D+00
    9   11     0     0  con    0  1.0D+00  4.6D-01  1.110D-01  2.024D+00
   10   12     0     0  con    0  1.0D+00  1.2D+00  3.825D-02  1.968D+00
   11   13     0     0  con    0  1.0D+00  1.1D+00  1.280D-01  1.959D+00
   12   14     0     0  con    0  1.0D+00  1.5D-01  3.678D-02  1.948D+00
   13   15     0     0  con    0  1.0D+00  2.3D-01  1.708D-02  1.944D+00
   14   16     0     0  con    0  1.0D+00  7.9D-01  1.789D-02  1.938D+00
   15   18     0     0  con    1  4.6D-01  9.6D-02  1.772D-02  1.937D+00
   16   19     0     0  con    0  1.0D+00  9.2D-02  1.691D-02  1.937D+00
   17   20     0     0  con    0  1.0D+00  5.3D-01  5.047D-03  1.933D+00
   18   22     0     0  con    1  3.4D-01  4.1D-02  1.070D-02  1.933D+00
   19   23     0     0  con    0  1.0D+00  1.2D-01  4.487D-03  1.933D+00
   20   24     0     0  con    0  1.0D+00  7.1D-02  3.116D-03  1.933D+00
   21   25     0     0  con    0  1.0D+00  8.3D-02  5.445D-03  1.933D+00
   22   26     0     0  con    0  1.0D+00  3.1D-01  8.704D-03  1.932D+00
   23   27     0     0  con    0  1.0D+00  5.6D-01  6.169D-03  1.932D+00
   24   28     0     0  con    0  1.0D+00  8.6D-01  6.773D-03  1.931D+00
   25   29     0     0  con    0  1.0D+00  6.5D-01  2.774D-03  1.931D+00
   26   30     0     0  con    0  1.0D+00  7.8D-01  7.892D-04  1.931D+00
   27   31     0     0  con    0  1.0D+00  9.3D-01  5.224D-03  1.931D+00
   28   32     0     0  con    0  1.0D+00  1.0D+00  9.385D-04  1.931D+00
   29   33     0     0  con    0  1.0D+00  1.0D+00  5.972D-04  1.931D+00
   30   35     0     0  con    1  5.0D-01  7.2D-01  3.629D-03  1.931D+00
   31   36     0     0  con    0  1.0D+00  1.2D+00  1.308D-03  1.931D+00
   32   37     0     0  con    0  1.0D+00  1.4D+00  6.104D-04  1.931D+00
   33   38     0     0  con    0  1.0D+00  1.7D+00  3.429D-04  1.931D+00
   34   39     0     0  con    0  1.0D+00  2.0D+00  5.510D-04  1.931D+00
   35   41     0     0  con    1  2.3D-01  9.4D-01  4.417D-04  1.931D+00
   36   42     0     0  con    0  1.0D+00  1.6D+00  1.409D-04  1.931D+00
   37   43     0     0  con    0  1.0D+00  2.2D+00  1.903D-04  1.931D+00
   38   44     0     0  con    0  1.0D+00  2.2D+00  1.094D-04  1.931D+00
   39   46     0     0  con    1  9.0D-02  2.7D-01  2.299D-04  1.931D+00
   40   47     0     0  con    0  1.0D+00  1.6D+00  2.037D-04  1.931D+00
   41   48     0     0  con    0  1.0D+00  3.5D+00  3.419D-04  1.931D+00
   42   49     0     0  con    0  1.0D+00  1.3D-02  1.700D-04  1.931D+00
   43   50     0     0  con    0  1.0D+00  2.4D+00  2.768D-04  1.931D+00
   44   51     0     0  con    0  1.0D+00  5.6D-01  1.466D-04  1.931D+00
   45   53     0     0  con    1  1.2D-02  1.3D+00  4.531D-04  1.931D+00
   46   54     0     0  con    0  1.0D+00  2.5D-01  1.944D-04  1.931D+00
   47   56     0     0  con    1  5.0D-01  2.5D-01  1.328D-04  1.931D+00
   48   57     0     0  con    0  1.0D+00  1.3D-01  9.070D-05  1.931D+00
   49   58     0     0  con    0  1.0D+00  4.0D-01  1.563D-04  1.931D+00
   50   59     0     0  con    0  1.0D+00  1.6D-01  1.029D-04  1.931D+00
   51   60     0     0  con    0  1.0D+00  9.4D-02  7.834D-06  1.931D+00

CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL            

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.370D+02  5.355D+01
    1    2     1     0  ---    0  2.9D-03  1.0D+00  2.754D+00  3.406D+00
    2    4     0     0  con    1  5.0D+00  5.7D-02  2.314D+00  3.200D+00
    3    5     0     0  con    0  1.0D+00  3.1D-01  9.217D-01  2.529D+00
    4    6     0     0  con    0  1.0D+00  2.2D-01  4.969D-01  2.330D+00
    5    7     0     0  con    0  1.0D+00  2.6D-01  2.139D-01  2.211D+00
    6    8     0     0  con    0  1.0D+00  3.0D-01  1.048D-01  2.144D+00
    7    9     0     0  con    0  1.0D+00  4.3D-01  1.195D-01  2.102D+00
    8   10     0     0  con    0  1.0D+00  4.6D-01  1.186D-01  2.070D+00
    9   11     0     0  con    0  1.0D+00  3.7D-01  1.272D-01  2.045D+00
   10   12     0     0  con    0  1.0D+00  1.9D+00  1.731D-01  1.977D+00
   11   13     0     0  con    0  1.0D+00  5.8D-01  1.293D-01  1.952D+00
   12   14     0     0  con    0  1.0D+00  1.9D-01  2.710D-02  1.943D+00
   13   15     0     0  con    0  1.0D+00  3.4D-01  3.359D-02  1.939D+00
   14   16     0     0  con    0  1.0D+00  7.0D-01  3.312D-02  1.931D+00
   15   18     0     0  con    1  3.5D-01  2.5D-01  3.882D-02  1.930D+00
   16   19     0     0  con    0  1.0D+00  2.8D-01  8.357D-03  1.928D+00
   17   20     0     0  con    0  1.0D+00  5.8D-02  7.890D-03  1.928D+00
   18   21     0     0  con    0  1.0D+00  1.4D-01  1.115D-02  1.927D+00
   19   22     0     0  con    0  1.0D+00  3.9D-01  2.947D-02  1.926D+00
   20   23     0     0  con    0  1.0D+00  1.9D-01  1.489D-02  1.925D+00
   21   24     0     0  con    0  1.0D+00  2.4D-01  8.084D-03  1.924D+00
   22   25     0     0  con    0  1.0D+00  7.2D-02  3.027D-03  1.924D+00
   23   26     0     0  con    0  1.0D+00  2.9D-02  4.091D-03  1.924D+00
   24   27     0     0  con    0  1.0D+00  3.3D-02  6.074D-03  1.924D+00
   25   28     0     0  con    0  1.0D+00  1.2D-01  9.270D-03  1.923D+00
   26   29     0     0  con    0  1.0D+00  4.6D-01  1.918D-02  1.923D+00
   27   30     0     0  con    0  1.0D+00  2.9D-01  1.199D-02  1.923D+00
   28   31     0     0  con    0  1.0D+00  5.6D-01  5.475D-03  1.922D+00
   29   32     0     0  con    0  1.0D+00  7.1D-01  5.015D-03  1.922D+00
   30   33     0     0  con    0  1.0D+00  9.1D-01  9.280D-03  1.922D+00
   31   34     0     0  con    0  1.0D+00  8.3D-01  1.826D-03  1.921D+00
   32   35     0     0  con    0  1.0D+00  7.0D-01  1.949D-03  1.921D+00
   33   36     0     0  con    0  1.0D+00  1.6D+00  5.953D-03  1.921D+00
   34   37     0     0  con    0  1.0D+00  9.7D-01  2.754D-03  1.921D+00
   35   38     0     0  con    0  1.0D+00  8.5D-01  8.686D-04  1.921D+00
   36   39     0     0  con    0  1.0D+00  1.4D+00  7.747D-04  1.921D+00
   37   40     0     0  con    0  1.0D+00  2.0D+00  7.661D-04  1.921D+00
   38   41     0     0  con    0  1.0D+00  1.7D+00  3.924D-04  1.921D+00
   39   42     0     0  con    0  1.0D+00  2.0D+00  2.651D-04  1.921D+00
   40   44     0     0  con    1  2.9D-01  9.6D-01  7.227D-04  1.921D+00
   41   45     0     0  con    0  1.0D+00  2.5D+00  3.939D-04  1.921D+00
   42   46     0     0  con    0  1.0D+00  3.2D+00  3.443D-04  1.921D+00
   43   47     0     0  con    0  1.0D+00  3.2D+00  9.142D-04  1.921D+00
   44   48     0     0  con    0  1.0D+00  6.5D-01  2.768D-04  1.921D+00
   45   49     0     0  con    0  1.0D+00  1.6D+00  9.456D-05  1.921D+00
   46   50     0     0  con    0  1.0D+00  3.2D+00  1.525D-04  1.921D+00
   47   52     0     0  con    1  5.0D+00  1.5D+01  2.228D-04  1.921D+00
   48   54     0     0  con    1  3.9D-01  2.6D+00  1.596D-04  1.921D+00
   49   55     0     0  con    0  1.0D+00  5.9D+00  5.200D-04  1.921D+00
   50   56     0     0  con    0  1.0D+00  2.8D+00  1.754D-04  1.921D+00
   51   71     0     0  con   14  2.0D-09  1.1D-08  1.754D-04  1.921D+00

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Warning:  more than 10 function and gradient
   evaluations in the last line search.  Termination
   may possibly be caused by a bad search direction.

 Total User time 0.000E+00 seconds.

RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            9     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     3.244D+02  5.156D+01
    1    2     1     0  ---    0  3.0D-03  1.0D+00  2.878D+00  3.507D+00
    2    4     0     0  con    1  5.0D+00  6.2D-02  2.390D+00  3.277D+00
    3    5     0     0  con    0  1.0D+00  3.4D-01  8.798D-01  2.518D+00
    4    6     0     0  con    0  1.0D+00  2.3D-01  4.452D-01  2.293D+00
    5    7     0     0  con    0  1.0D+00  3.0D-01  2.179D-01  2.146D+00
    6    8     0     0  con    0  1.0D+00  3.2D-01  1.068D-01  2.080D+00
    7    9     0     0  con    0  1.0D+00  2.8D-01  7.886D-02  2.056D+00
    8   10     0     0  con    0  1.0D+00  2.9D-01  1.151D-01  2.044D+00
    9   11     0     0  con    0  1.0D+00  1.8D-01  7.479D-02  2.033D+00
   10   12     0     0  con    0  1.0D+00  6.0D-01  1.124D-01  2.013D+00
   11   13     0     0  con    0  1.0D+00  5.7D-01  1.432D-01  1.996D+00
   12   14     0     0  con    0  1.0D+00  1.3D+00  1.329D-01  1.965D+00
   13   15     0     0  con    0  1.0D+00  8.1D-01  9.783D-02  1.949D+00
   14   16     0     0  con    0  1.0D+00  3.0D-01  8.485D-02  1.940D+00
   15   17     0     0  con    0  1.0D+00  6.4D-02  2.150D-02  1.938D+00
